"User","Connected Pages","Total Pages","Unread Count","Activity","Subscribers","Broadcast Sent/Seen","Polls Sent/Seen","Surveys Sent/Seen","No.of broadcasts created on different days","No.of polls created on different days","No.of surveys created on different days","No.of chat session created on different days","Top Page 1","Top Page 2","Top Page 3"
"anisha",3,9,9,"{""messages"":39,""polls"":29,""surveys"":10}",9,"{""broadcastSentCount"":295,""broadcastSeenCount"":267}","{""pollSentCount"":122,""pollSeenCount"":116,""pollResponseCount"":10}","{""surveySentCount"":64,""surveySeenCount"":63,""surveyResponseCount"":8}","[{""_id"":""2018-7-4"",""count"":3},{""_id"":""2018-7-2"",""count"":3},{""_id"":""2018-7-1"",""count"":1},{""_id"":""2018-7-3"",""count"":4},{""_id"":""2018-6-25"",""count"":3}]","[{""_id"":""2018-7-2"",""count"":1},{""_id"":""2018-6-29"",""count"":8},{""_id"":""2018-6-28"",""count"":13},{""_id"":""2018-6-26"",""count"":2}]","[{""_id"":""2018-6-29"",""count"":3},{""_id"":""2018-6-28"",""count"":2},{""_id"":""2018-6-27"",""count"":1}]","[{""_id"":""2018-6-26"",""count"":2},{""_id"":""2018-6-25"",""count"":1}]","{""_id"":""5a95ab8addc2045990930bcc"",""pageId"":""1681091238576517"",""pageName"":""Test 6"",""userId"":""5a95ab86ddc2045990930bc6"",""pagePic"":""https://graph.facebook.com/v2.10/1681091238576517/picture"",""connected"":true,""likes"":0,""subscribers"":8}","{""_id"":""5b223565e3c2665f4e1519fd"",""pageId"":""262029797656768"",""pageName"":""Test 3"",""userId"":""5a95ab86ddc2045990930bc6"",""pagePic"":""https://graph.facebook.com/v2.10/262029797656768/picture"",""connected"":true,""likes"":0,""subscribers"":1}","{""_id"":""5a95ab8addc2045990930bcf"",""pageId"":""151990922046256"",""pageName"":""KiboPush"",""userId"":""5a95ab86ddc2045990930bc6"",""pagePic"":""https://graph.facebook.com/v2.10/151990922046256/picture"",""connected"":true,""pageUserName"":""kibopush"",""likes"":141,""subscribers"":0}"
